,#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Victory_Rate,Total_Battles,Victory_Counts,Offensive_Power,Defensive_Power,Speed_to_Power_Ratio,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,,Type
348,349,Sharpedo,Water,Dark,70,120,40,95,40,95,3,0,0.8106060606060606,132.0,107.0,0.5280373929830451,0.198525184351956,0.4741804151539616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dark
349,350,Mega Sharpedo,Water,Dark,70,140,70,110,65,105,3,0,0.95,120.0,114.0,0.6040162833641094,0.2616204224471941,0.4484578464774915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dark
350,351,Wailmer,Water,,130,70,35,70,35,60,3,0,0.4017857142857143,112.0,45.0,0.3265024341111298,0.3051274840644919,0.46324877389515706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
351,352,Wailord,Water,,170,90,45,90,45,60,3,0,0.427536231884058,138.0,59.0,0.380703374181635,0.40688351456067995,0.3510622718315561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
352,353,Numel,Fire,Ground,60,60,40,65,45,35,3,0,0.15833333333333333,120.0,19.0,0.23476687090817525,0.1847925259342582,0.28704890006751776,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fire
353,354,Camerupt,Fire,Ground,70,100,70,105,75,40,3,0,0.23214285714285715,112.0,26.0,0.3574544653349001,0.27352518435195605,0.19402069706096264,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fire
354,355,Mega Camerupt,Fire,Ground,70,120,100,145,105,20,3,0,0.2824427480916031,131.0,37.0,0.3816864613060265,0.3425728033995751,0.06319633862246835,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fire
355,356,Torkoal,Fire,,70,85,140,85,70,20,3,0,0.272,125.0,34.0,0.25286742487829444,0.34535058117735284,0.10191449960300052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
356,357,Spoink,Psychic,,60,25,35,70,80,60,3,0,0.3076923076923077,117.0,36.0,0.2656916233003189,0.2209036370453693,0.7221720553127785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
357,358,Grumpig,Psychic,,80,45,65,90,110,80,3,0,0.5462962962962963,108.0,59.0,0.37703542051368133,0.32932133483314585,0.6573193266557792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
358,359,Spinda,Normal,,60,60,60,60,60,60,3,0,0.38095238095238093,126.0,48.0,0.2994019640758771,0.22487189101362332,0.5513432107069309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
359,360,Trapinch,Ground,,45,100,45,45,45,10,3,0,0.2949640287769784,139.0,41.0,0.1902184404901796,0.16082052243469566,0.040542323851701804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ground
360,361,Vibrava,Ground,Dragon,50,70,50,50,50,70,3,0,0.5645161290322581,124.0,70.0,0.3278999496390801,0.18217097862767154,0.6519234038616282,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dragon
361,362,Flygon,Ground,Dragon,80,100,80,80,80,100,3,0,0.9051724137931034,116.0,105.0,0.4949156454591237,0.3102737157855268,0.6065793355988616,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dragon
362,363,Cacnea,Grass,,50,85,40,85,40,35,3,0,0.1746031746031746,126.0,22.0,0.2957245677354373,0.15915510561179852,0.20382899920600103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
363,364,Cacturne,Grass,Dark,70,115,60,115,60,55,3,0,0.4647887323943662,142.0,66.0,0.4341688349840524,0.24455693038370205,0.24498613280609016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dark
364,365,Swablu,Normal,Flying,45,40,60,40,75,50,3,0,0.2926829268292683,123.0,36.0,0.21662959543394325,0.21320147481564805,0.7279702044523185,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
365,366,Altaria,Dragon,Flying,75,70,90,70,105,80,3,0,0.656,125.0,82.0,0.38364529125398694,0.3413042119735033,0.6317028734933959,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dragon
366,367,Mega Altaria,Dragon,Fairy,75,110,110,110,105,80,3,0,0.656934306569343,137.0,90.0,0.49204717139499743,0.3635264341957255,0.3853900780094127,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon
367,368,Zangoose,Normal,,73,115,60,60,60,90,3,0,0.6694915254237288,118.0,79.0,0.45944057411448713,0.2504624421947257,0.5600085315463021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
368,369,Seviper,Poison,,73,100,60,100,60,65,3,0,0.42657342657342656,143.0,61.0,0.422089558502602,0.2504624421947257,0.3416123252067713,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Poison
369,370,Lunatone,Rock,Psychic,70,55,65,95,85,70,3,0,0.5307692307692308,130.0,69.0,0.3687709837166359,0.2798743907011624,0.5065671023977112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Psychic
370,371,Solrock,Rock,Psychic,70,95,85,55,65,70,3,0,0.5,108.0,54.0,0.36847721168373343,0.2782870891138608,0.5073802430361912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Psychic
371,372,Barboach,Water,Ground,50,48,43,46,41,60,3,0,0.47297297297297297,148.0,70.0,0.26416400872922613,0.16367891513560806,0.7324562793396234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ground
372,373,Whiscash,Water,Ground,110,78,73,76,71,60,3,0,0.3333333333333333,123.0,41.0,0.34546541883498405,0.35083677040369954,0.4166641629427947,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ground
373,374,Corphish,Water,,43,80,65,50,35,35,3,0,0.14193548387096774,155.0,22.0,0.2414134631525936,0.16720097487814023,0.2748148054458111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
374,375,Crawdaunt,Water,Dark,63,120,85,90,55,55,3,0,0.2809917355371901,121.0,34.0,0.4069582004364613,0.25260279965004373,0.2702034638432998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dark
375,376,Baltoy,Ground,Psychic,40,40,55,40,70,55,3,0,0.40939597315436244,149.0,61.0,0.23091530971965754,0.19185101862267218,0.8088557827247984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Ground
376,377,Claydol,Ground,Psychic,60,70,105,70,120,75,3,0,0.5983606557377049,122.0,73.0,0.36935957696827265,0.3463004624421947,0.5895893485938363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Ground
377,378,Lileep,Rock,Grass,66,41,77,61,87,23,3,0,0.12096774193548387,124.0,15.0,0.16937069833808965,0.2877146606674166,0.21756344002482705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Grass
378,379,Cradily,Rock,Grass,86,81,97,81,107,43,3,0,0.203125,128.0,26.0,0.3077415225784791,0.3731164854393201,0.27221787531498703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Grass
379,380,Anorith,Rock,Bug,45,95,50,40,50,75,3,0,0.54,150.0,81.0,0.362382491186839,0.17232845894263216,0.6148832823640131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bug
380,381,Armaldo,Rock,Bug,75,125,100,70,80,45,3,0,0.33035714285714285,112.0,37.0,0.35796961557831125,0.32265341832270966,0.2342554964277585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bug
381,382,Feebas,Water,,20,15,20,10,55,80,3,0,0.2682926829268293,123.0,33.0,0.2277992277992278,0.09573490813648294,7.784557121817798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
382,383,Milotic,Water,,95,60,79,100,125,81,3,0,0.6201550387596899,129.0,80.0,0.41374979016283364,0.39226159230096236,0.551524535640363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
383,384,Castform,Normal,,70,70,70,70,70,70,3,0,0.5289256198347108,121.0,64.0,0.35507386268255836,0.267572803399575,0.5474758236942765,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
384,385,Kecleon,Normal,,60,90,70,60,120,40,3,0,0.27419354838709675,124.0,34.0,0.28279964747356057,0.30741157355330584,0.2731499387739708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
385,386,Shuppet,Ghost,,44,75,35,63,33,45,3,0,0.2647058823529412,136.0,36.0,0.28089117844552625,0.1334551931008624,0.3424691988997523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
386,387,Banette,Ghost,,64,115,65,83,63,65,3,0,0.5323741007194245,139.0,74.0,0.41926200268591574,0.24187289088863892,0.34550588598305765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
387,388,Mega Banette,Ghost,,64,165,75,93,83,75,3,0,0.6587301587301587,126.0,83.0,0.528987955346651,0.27679352580927385,0.30373168820925006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
388,389,Duskull,Ghost,,20,40,90,30,90,25,3,0,0.11363636363636363,132.0,15.0,0.1316140674836327,0.21517935258092735,0.3823737388771534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
389,390,Dusclops,Ghost,,40,70,130,60,130,25,3,0,0.17355371900826447,121.0,21.0,0.21291547758939064,0.34661292338457694,0.18312362969970467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
390,391,Tropius,Grass,Flying,99,68,83,72,87,51,3,0,0.417910447761194,134.0,56.0,0.3008028369984892,0.35934195725534307,0.3874108783521826,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Flying
391,392,Chimecho,Psychic,,65,50,70,95,80,65,3,0,0.4262295081967213,122.0,52.0,0.3477285126741648,0.2696350456192976,0.48549597416773477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
392,393,Absol,Dark,,65,130,60,75,60,75,3,0,0.689922480620155,129.0,89.0,0.4572341363102233,0.23471441069866267,0.38837344091566683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
393,394,Mega Absol,Dark,,65,150,60,115,60,115,3,0,0.935251798561151,139.0,130.0,0.6528947037099211,0.23471441069866267,0.46374114911301645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
394,395,Wynaut,Psychic,,95,23,48,23,48,23,3,0,0.046153846153846156,130.0,6.0,0.09341593923115663,0.2661504811898513,0.6088041715684717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
395,396,Snorunt,Ice,,50,50,50,50,50,50,3,0,0.30708661417322836,127.0,39.0,0.2437300654691959,0.18217097862767154,0.5570268916932155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
396,397,Glalie,Ice,,80,80,80,80,80,80,3,0,0.6015037593984962,133.0,80.0,0.41074576128923956,0.3102737157855268,0.5446740457590202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
397,398,Mega Glalie,Ice,,80,120,80,120,80,100,3,0,0.8478260869565217,92.0,78.0,0.5762904985731072,0.3102737157855268,0.44480164044847686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
398,399,Spheal,Ice,Water,70,40,50,55,50,25,3,0,0.061068702290076333,131.0,8.0,0.16558145878798053,0.22154105736782903,0.2628741941562232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Ice
399,400,Sealeo,Ice,Water,90,60,70,75,70,45,3,0,0.23880597014925373,134.0,32.0,0.27692525600134293,0.30694288213973253,0.3508074032316741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Ice
400,401,Walrein,Ice,Water,110,80,90,95,90,65,3,0,0.5033557046979866,149.0,75.0,0.3882690532147054,0.39234470691163603,0.3948320765105072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Ice
401,402,Clamperl,Water,,35,64,85,74,55,32,3,0,0.19827586206896552,116.0,23.0,0.2438291086117173,0.1974846894138233,0.2310548381914732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
402,403,Huntail,Water,,55,104,105,94,75,52,3,0,0.36363636363636365,132.0,48.0,0.38219993285210674,0.28288651418572675,0.27055817124133114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
403,404,Gorebyss,Water,,55,84,105,114,75,52,3,0,0.2890625,128.0,37.0,0.382346818868558,0.28288651418572675,0.27039812518918727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
404,405,Relicanth,Water,Rock,100,90,130,45,65,55,3,0,0.4253731343283582,134.0,57.0,0.3052763555480947,0.38734220722409696,0.4391031975071734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Rock
405,406,Luvdisc,Water,,43,30,55,40,65,97,3,0,0.6030534351145038,131.0,79.0,0.337401796206144,0.19180414948131486,1.7571920657925817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
406,407,Bagon,Dragon,,45,75,60,40,30,50,3,0,0.304,125.0,38.0,0.26392689273124054,0.15963004624421945,0.4740643357110826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
407,408,Shelgon,Dragon,,65,95,100,60,50,50,3,0,0.34959349593495936,123.0,43.0,0.31812783280174584,0.2672540932383452,0.33869096538864885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
408,409,Salamence,Dragon,Flying,95,135,80,110,80,100,3,0,0.8248175182481752,137.0,113.0,0.5829738123216384,0.33980127484064493,0.4352673418797632,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dragon
409,410,Mega Salamence,Dragon,Flying,95,145,130,120,90,120,3,0,0.9398496240601504,133.0,125.0,0.6672171394997481,0.40726159230096237,0.4847677588946017,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dragon
410,411,Beldum,Steel,Psychic,40,55,80,35,60,30,3,0,0.15037593984962405,133.0,20.0,0.17296353030048683,0.20772403449568802,0.3508797970752045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Psychic
411,412,Metang,Steel,Psychic,60,75,100,55,80,50,3,0,0.3088235294117647,136.0,42.0,0.28430732751384924,0.29312585926759155,0.41212516465635246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Psychic
412,413,Metagross,Steel,Psychic,80,135,130,95,90,70,3,0,0.5181818181818182,110.0,57.0,0.47687909182474403,0.37773403324584426,0.31864250171951164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Psychic
413,414,Mega Metagross,Steel,Psychic,80,145,150,105,110,110,3,0,0.8692307692307693,130.0,113.0,0.6182652761457109,0.4237657792775903,0.47093502646127283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Psychic
414,415,Regirock,Rock,,80,100,200,50,100,50,3,1,0.3472222222222222,144.0,50.0,0.31129763303676344,0.46741657292838396,0.3513337402180801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Rock
415,416,Regice,Ice,,80,50,100,100,200,50,3,1,0.2357142857142857,140.0,33.0,0.3116648480778915,0.47535308086489186,0.3506300605648307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
416,417,Registeel,Steel,,80,75,150,75,150,50,3,1,0.30973451327433627,113.0,35.0,0.3114812405573275,0.4713848268966379,0.35098154769160544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Steel
417,418,Latias,Dragon,Psychic,80,80,90,110,130,110,3,1,0.8721804511278195,133.0,116.0,0.5372209165687427,0.3809086364204475,0.6316562978211198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dragon
418,419,Mega Latias,Dragon,Psychic,80,100,120,140,150,110,3,1,0.0,0.0,0.0,0.605008813160987,0.4380514935633046,0.49138630412250595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dragon
419,420,Latios,Dragon,Psychic,80,90,80,130,110,110,3,1,0.856,125.0,107.0,0.5779083431257344,0.3459880014998125,0.5392611931549949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dragon
420,421,Mega Latios,Dragon,Psychic,80,130,100,160,120,110,3,1,0.8981481481481481,108.0,97.0,0.6727232667450058,0.38011498562679663,0.40217359627158455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dragon
421,422,Kyogre,Water,,100,100,90,150,140,90,3,1,0.71875,128.0,92.0,0.5614529125398691,0.4321834770653668,0.3808379567005118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
422,423,Primal Kyogre,Water,,100,150,90,180,160,90,3,1,0.7348484848484849,132.0,97.0,0.669781349672654,0.4559930008748906,0.2842600735044245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
423,424,Groudon,Ground,,100,150,140,100,90,90,3,1,0.7969924812030075,133.0,106.0,0.5610856974987409,0.42821522309711285,0.3812770739468529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ground
424,425,Primal Groudon,Ground,Fire,100,180,160,150,90,90,3,1,0.7520661157024794,121.0,91.0,0.6695610206479772,0.45043744531933505,0.28440676556651295,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fire
425,426,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,1,0.8285714285714286,140.0,116.0,0.6433061943931508,0.3825021872265967,0.3327303076191396,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dragon
426,427,Mega Rayquaza,Dragon,Flying,105,180,100,180,100,115,3,1,0.9477611940298507,134.0,127.0,0.781750461641766,0.4055180602424697,0.33598012042846886,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dragon
427,428,Jirachi,Steel,Psychic,100,100,100,100,100,100,3,1,0.8758169934640523,153.0,134.0,0.522089558502602,0.3956755405574303,0.5408861815773879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Psychic
428,429,Deoxys Normal Forme,Psychic,,50,150,50,150,50,150,3,1,0.9339622641509434,106.0,99.0,0.8004490515360081,0.18217097862767154,0.5360654956086138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
429,430,DeoxysAttack Forme,Psychic,,50,180,20,180,20,150,3,1,0.9029850746268657,134.0,121.0,0.881750461641766,0.11312335958005248,0.4428828860193454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
430,431,Deoxys Defense Forme,Psychic,,50,70,160,70,160,90,3,1,0.7417218543046358,151.0,112.0,0.4122167198254155,0.43534558180227473,0.7159299232925155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
431,432,Deoxys Speed Forme,Psychic,,50,95,90,95,90,180,3,1,0.9172413793103448,145.0,133.0,0.7371107520564042,0.2742344706911636,1.0532491064091012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
432,433,Turtwig,Grass,,55,68,64,45,55,31,4,0,0.11666666666666667,120.0,14.0,0.2069751972469364,0.21352143482064742,0.27939673237401985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
433,434,Grotle,Grass,,75,89,85,55,65,36,4,0,0.29545454545454547,132.0,39.0,0.26322624643276815,0.28812960879890015,0.2531989388698426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
434,435,Torterra,Grass,Ground,95,109,105,75,85,56,4,0,0.34513274336283184,113.0,39.0,0.3745700436461306,0.37353143357080365,0.31800659885124594,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Grass
435,436,Chimchar,Fire,,44,58,44,58,44,61,4,0,0.41964285714285715,112.0,47.0,0.2968390129259695,0.1565504311961005,0.5835624481679028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
436,437,Monferno,Fire,Fighting,64,78,52,78,52,81,4,0,0.6422764227642277,123.0,79.0,0.4081828101393319,0.2143332083489564,0.5675751751239617,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fighting
437,438,Infernape,Fire,Fighting,76,104,71,104,71,108,4,0,0.912751677852349,149.0,136.0,0.5557868893738459,0.2816854143232096,0.5621478378972478,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fighting
438,439,Piplup,Water,,53,51,53,61,56,40,4,0,0.14285714285714285,140.0,20.0,0.23145564042303174,0.19855268091488565,0.3796344624224337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
439,440,Prinplup,Water,,64,66,68,81,76,50,4,0,0.25190839694656486,131.0,33.0,0.3074712523082088,0.2606824146981627,0.3588377199866378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
440,441,Empoleon,Water,Steel,84,86,88,111,101,60,4,0,0.4634146341463415,123.0,57.0,0.40383057747188184,0.3520366204224472,0.3181831777937305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Steel
441,442,Starly,Normal,Flying,40,55,30,30,30,60,4,0,0.43548387096774194,124.0,54.0,0.25188433775390295,0.11645419322584677,0.8271418454161047,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
442,443,Staravia,Normal,Flying,55,75,50,40,40,80,4,0,0.6302521008403361,119.0,75.0,0.3496411784455262,0.180108736407949,0.7901072261851376,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
443,444,Staraptor,Normal,Flying,85,120,70,50,60,100,4,0,0.8308823529411765,136.0,113.0,0.4811818029209333,0.28519560054993126,0.646248558890494,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
444,445,Bidoof,Normal,,59,45,40,35,40,31,4,0,0.14285714285714285,133.0,19.0,0.16230715964411618,0.1768716410448694,0.42077998147700885,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
445,446,Bibarel,Normal,Water,79,85,60,55,60,71,4,0,0.60431654676259,139.0,84.0,0.3578208410273628,0.2622734658167729,0.5562598295744908,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Normal
446,447,Kricketot,Bug,,37,25,41,25,41,25,4,0,0.08870967741935484,124.0,11.0,0.10455031895249287,0.13586614173228345,0.5995163713408631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
447,448,Kricketune,Bug,,77,85,51,55,51,65,4,0,0.5163934426229508,122.0,63.0,0.34067798388450565,0.23762217222847146,0.5056907541586281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
448,449,Shinx,Electric,,45,65,34,40,34,45,4,0,0.2589928057553957,139.0,36.0,0.23612766493201276,0.13550306211723534,0.46803132262503144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
449,450,Luxio,Electric,,60,85,49,60,49,60,4,0,0.4444444444444444,126.0,56.0,0.33318574785966093,0.19955443069616297,0.4456868808036361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
450,451,Luxray,Electric,,80,120,79,95,79,70,4,0,0.5833333333333334,132.0,77.0,0.45660882155447374,0.3079721284839395,0.3424636331667501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
451,452,Budew,Grass,Poison,40,30,35,50,70,55,4,0,0.28205128205128205,117.0,33.0,0.23098875272788316,0.16962879640044995,0.808183642875899,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Grass
452,453,Roserade,Grass,Poison,60,70,65,125,105,90,4,0,0.6911764705882353,136.0,94.0,0.4869449806949807,0.28399887514060745,0.49696998427710226,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Grass
453,454,Cranidos,Rock,,67,125,40,30,30,58,4,0,0.3431372549019608,102.0,35.0,0.3407646466342119,0.18071491063617046,0.39936628063089474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Rock
454,455,Rampardos,Rock,,97,165,60,65,50,58,4,0,0.3902439024390244,123.0,48.0,0.4423730485143529,0.2858017747781527,0.26001278070937267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Rock
455,456,Shieldon,Rock,Steel,30,42,118,42,88,30,4,0,0.112,125.0,14.0,0.16490683229813663,0.2635945506811649,0.38104073822501283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Rock
456,457,Bastiodon,Rock,Steel,60,52,168,47,138,30,4,0,0.19834710743801653,121.0,24.0,0.18521382407251974,0.43772903387076617,0.3131863602371825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Rock
457,458,Burmy,Bug,,40,29,45,29,45,36,4,0,0.14634146341463414,123.0,18.0,0.14681907839516534,0.15097800274965628,0.7570511707590741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
458,459,Wormadam Plant Cloak,Bug,Grass,60,59,85,79,105,36,4,0,0.16666666666666666,126.0,21.0,0.25529440154440153,0.30622109736282965,0.26522684178883593,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bug
459,460,Wormadam Sandy Cloak,Bug,Ground,60,79,105,59,85,36,4,0,0.17054263565891473,129.0,22.0,0.25514751552795034,0.30463379577552807,0.2654603671022748,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bug
460,461,Wormadam Trash Cloak,Bug,Steel,60,69,95,69,95,36,4,0,0.2608695652173913,138.0,36.0,0.25522095853617593,0.30542744656917886,0.2653435530649388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bug
461,462,Mothim,Bug,Flying,70,94,50,94,50,66,4,0,0.48148148148148145,135.0,65.0,0.4086864193385933,0.22154105736782903,0.37137266271251707,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bug
462,463,Combee,Bug,Flying,30,30,42,30,42,70,4,0,0.4230769230769231,130.0,55.0,0.24667198254154776,0.12438820147481566,1.5170827799516888,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bug
463,464,Vespiquen,Bug,Flying,70,80,102,80,102,40,4,0,0.2677165354330709,127.0,34.0,0.29646004700352524,0.34122359705036875,0.25418122135420945,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bug
